locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBHKAFJI_04617	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MBHKAFJI_04618	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
MBHKAFJI_04619	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
MBHKAFJI_04620	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
MBHKAFJI_04621	CDS	306	ynfD			putative protein YnfD
MBHKAFJI_04622	CDS	747				hypothetical protein
MBHKAFJI_04623	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
MBHKAFJI_04624	CDS	342				hypothetical protein
MBHKAFJI_04625	CDS	327				hypothetical protein
MBHKAFJI_04626	CDS	1215	rspA_2		COG4948	Starvation-sensing protein RspA
MBHKAFJI_04627	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
MBHKAFJI_04628	CDS	1281	intQ_2		COG0582	Putative defective protein IntQ
MBHKAFJI_04629	CDS	237				hypothetical protein
MBHKAFJI_04630	CDS	270				hypothetical protein
MBHKAFJI_04631	CDS	612	espF(U)_2			Secreted effector protein EspF(U)
MBHKAFJI_04632	CDS	183				hypothetical protein
MBHKAFJI_04633	tRNA	88				tRNA-Ser(tga)
MBHKAFJI_04634	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
MBHKAFJI_04635	CDS	1794	hyaB	1.12.99.6	COG0374	Hydrogenase-1 large chain
MBHKAFJI_04636	CDS	708	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
MBHKAFJI_04637	CDS	588	hyaD	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
MBHKAFJI_04638	CDS	399	hyaE			Hydrogenase-1 operon protein HyaE
MBHKAFJI_04639	CDS	858				hypothetical protein
MBHKAFJI_04640	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
MBHKAFJI_04641	CDS	1137	appB	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
MBHKAFJI_04642	CDS	1299	appA			Periplasmic AppA protein
MBHKAFJI_04643	CDS	2181	etk	2.7.10.-	COG0489	Tyrosine-protein kinase etk
MBHKAFJI_04644	CDS	447	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
MBHKAFJI_04645	CDS	1140				hypothetical protein
MBHKAFJI_04646	CDS	2097				hypothetical protein
MBHKAFJI_04647	CDS	747				hypothetical protein
MBHKAFJI_04648	CDS	645	gfcB_2			putative lipoprotein GfcB
MBHKAFJI_04649	CDS	306	gfcA			Threonine-rich inner membrane protein GfcA
MBHKAFJI_04650	CDS	213	cspG		COG1278	Cold shock-like protein CspG
MBHKAFJI_04651	CDS	174	gnsA			Protein GnsA
MBHKAFJI_04652	CDS	1074	yccM		COG0348	Putative electron transport protein YccM
MBHKAFJI_04653	CDS	2700	torS	2.7.13.3	COG0784	Sensor protein TorS
MBHKAFJI_04654	CDS	696	xerC_5			Tyrosine recombinase XerC
MBHKAFJI_04655	CDS	132	tuf1			Elongation factor Tu 1
MBHKAFJI_04656	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
MBHKAFJI_04657	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
MBHKAFJI_04658	CDS	468				hypothetical protein
MBHKAFJI_04659	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
MBHKAFJI_04660	CDS	630	rplC		COG0087	50S ribosomal protein L3
MBHKAFJI_04661	CDS	606	rplD		COG0088	50S ribosomal protein L4
MBHKAFJI_04662	CDS	303	rplW		COG0089	50S ribosomal protein L23
MBHKAFJI_04663	CDS	822	rplB		COG0090	50S ribosomal protein L2
MBHKAFJI_04664	CDS	279	rpsS		COG0185	30S ribosomal protein S19
MBHKAFJI_04665	CDS	333	rplV		COG0091	50S ribosomal protein L22
MBHKAFJI_04666	CDS	702	rpsC		COG0092	30S ribosomal protein S3
MBHKAFJI_04667	CDS	411	rplP		COG0197	50S ribosomal protein L16
MBHKAFJI_04668	CDS	192	rpmC		COG0255	50S ribosomal protein L29
MBHKAFJI_04669	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
MBHKAFJI_04670	CDS	372	rplN		COG0093	50S ribosomal protein L14
MBHKAFJI_04671	CDS	315	rplX		COG0198	50S ribosomal protein L24
MBHKAFJI_04672	CDS	540	rplE		COG0094	50S ribosomal protein L5
MBHKAFJI_04673	CDS	306	rpsN		COG0199	30S ribosomal protein S14
MBHKAFJI_04674	CDS	393	rpsH		COG0096	30S ribosomal protein S8
MBHKAFJI_04675	CDS	534	rplF		COG0097	50S ribosomal protein L6
MBHKAFJI_04676	CDS	354	rplR		COG0256	50S ribosomal protein L18
MBHKAFJI_04677	CDS	504	rpsE		COG0098	30S ribosomal protein S5
MBHKAFJI_04678	CDS	180	rpmD		COG1841	50S ribosomal protein L30
MBHKAFJI_04679	CDS	435	rplO		COG0200	50S ribosomal protein L15
MBHKAFJI_04680	CDS	1332	secY		COG0201	Protein translocase subunit SecY
MBHKAFJI_04681	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
MBHKAFJI_04682	CDS	357	rpsM		COG0099	30S ribosomal protein S13
MBHKAFJI_04683	CDS	390	rpsK		COG0100	30S ribosomal protein S11
MBHKAFJI_04684	CDS	621	rpsD		COG0522	30S ribosomal protein S4
MBHKAFJI_04685	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MBHKAFJI_04686	CDS	384	rplQ		COG0203	50S ribosomal protein L17
MBHKAFJI_04687	CDS	369				hypothetical protein
MBHKAFJI_04688	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
MBHKAFJI_04689	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
MBHKAFJI_04690	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
MBHKAFJI_04691	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
MBHKAFJI_04692	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MBHKAFJI_04693	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
MBHKAFJI_04694	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
MBHKAFJI_04695	CDS	1125				hypothetical protein
MBHKAFJI_04696	CDS	474	smg			Protein Smg
MBHKAFJI_04697	CDS	543	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
MBHKAFJI_04698	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
MBHKAFJI_04699	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
MBHKAFJI_04700	CDS	258				hypothetical protein
MBHKAFJI_04701	CDS	555	yrdA_2		COG0663	Protein YrdA
MBHKAFJI_04702	CDS	2574	clpB		COG0542	Chaperone protein ClpB
MBHKAFJI_04703	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
MBHKAFJI_04704	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MBHKAFJI_04705	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
MBHKAFJI_04706	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
MBHKAFJI_04707	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
MBHKAFJI_04708	CDS	1122	tyrA		COG0287	T-protein
MBHKAFJI_04709	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
MBHKAFJI_04710	CDS	366				hypothetical protein
MBHKAFJI_04711	CDS	519				hypothetical protein
MBHKAFJI_04712	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
MBHKAFJI_04713	CDS	483	pal_2			Peptidoglycan-associated lipoprotein
MBHKAFJI_04714	CDS	348	rplS		COG0335	50S ribosomal protein L19
MBHKAFJI_04715	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
MBHKAFJI_04716	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
MBHKAFJI_04717	CDS	249	rpsP		COG0228	30S ribosomal protein S16
MBHKAFJI_04718	CDS	1362	ffh		COG0541	Signal recognition particle protein
MBHKAFJI_04719	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
MBHKAFJI_04720	CDS	1242				hypothetical protein
MBHKAFJI_04721	CDS	606				hypothetical protein
MBHKAFJI_04722	CDS	591	grpE		COG0576	Protein GrpE
MBHKAFJI_04723	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
MBHKAFJI_04724	CDS	1662	recN		COG0497	DNA repair protein RecN
MBHKAFJI_04725	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
MBHKAFJI_04726	CDS	291				hypothetical protein
MBHKAFJI_04727	CDS	477	ratA		COG2867	Ribosome association toxin RatA
MBHKAFJI_04728	CDS	483	smpB		COG0691	SsrA-binding protein
MBHKAFJI_04729	CDS	126				hypothetical protein
MBHKAFJI_04730	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
MBHKAFJI_04731	CDS	390				IS200/IS605 family transposase IS609
MBHKAFJI_04732	CDS	1176	ydcO		COG3135	Inner membrane protein YdcO
MBHKAFJI_04733	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
MBHKAFJI_04734	CDS	2004	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
MBHKAFJI_04735	CDS	171				hypothetical protein
MBHKAFJI_04736	CDS	195				hypothetical protein
MBHKAFJI_04737	CDS	438	hicB		COG1598	Antitoxin HicB
MBHKAFJI_04738	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
MBHKAFJI_04739	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
MBHKAFJI_04740	CDS	1014	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MBHKAFJI_04741	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
MBHKAFJI_04742	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
MBHKAFJI_04743	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
MBHKAFJI_04744	CDS	810	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MBHKAFJI_04745	CDS	174	ortT			Orphan toxin OrtT
MBHKAFJI_04746	CDS	234	ydcY			putative protein YdcY
MBHKAFJI_04747	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
MBHKAFJI_04748	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
MBHKAFJI_04749	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
MBHKAFJI_04750	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
MBHKAFJI_04751	CDS	2103	cntO			Metal-pseudopaline receptor CntO
MBHKAFJI_04752	CDS	1062	yncE		COG3391	putative protein YncE
MBHKAFJI_04753	CDS	1500	ansP2		COG1113	L-asparagine permease 2
MBHKAFJI_04754	CDS	618	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
MBHKAFJI_04755	CDS	213				hypothetical protein
MBHKAFJI_04756	CDS	162				hypothetical protein
MBHKAFJI_04757	CDS	357				hypothetical protein
MBHKAFJI_04758	CDS	1215				hypothetical protein
MBHKAFJI_04759	CDS	1176	yejK_2			Nucleoid-associated protein YejK
MBHKAFJI_04760	CDS	327				hypothetical protein
MBHKAFJI_04761	CDS	477				hypothetical protein
MBHKAFJI_04762	CDS	438				hypothetical protein
MBHKAFJI_04763	CDS	276				hypothetical protein
MBHKAFJI_04764	CDS	252				hypothetical protein
MBHKAFJI_04765	CDS	351				hypothetical protein
MBHKAFJI_04766	CDS	495				hypothetical protein
MBHKAFJI_04767	CDS	1734				hypothetical protein
MBHKAFJI_04768	CDS	183				hypothetical protein
MBHKAFJI_04769	CDS	1242				hypothetical protein
MBHKAFJI_04770	CDS	651				hypothetical protein
MBHKAFJI_04771	CDS	1206				hypothetical protein
MBHKAFJI_04772	CDS	201				hypothetical protein
MBHKAFJI_04773	CDS	324				hypothetical protein
MBHKAFJI_04774	CDS	411				hypothetical protein
MBHKAFJI_04775	CDS	507				hypothetical protein
MBHKAFJI_04776	CDS	561				hypothetical protein
MBHKAFJI_04777	CDS	171				hypothetical protein
MBHKAFJI_04778	CDS	1497				hypothetical protein
MBHKAFJI_04779	CDS	357				hypothetical protein
MBHKAFJI_04780	CDS	270				hypothetical protein
MBHKAFJI_04781	CDS	1836				hypothetical protein
MBHKAFJI_04782	CDS	1329				hypothetical protein
MBHKAFJI_04783	CDS	1080				hypothetical protein
MBHKAFJI_04784	CDS	549				hypothetical protein
MBHKAFJI_04785	CDS	426				hypothetical protein
MBHKAFJI_04786	CDS	1059				hypothetical protein
MBHKAFJI_04787	CDS	585				hypothetical protein
MBHKAFJI_04788	CDS	390	yqiJ_2			Inner membrane protein YqiJ
MBHKAFJI_04789	CDS	666				hypothetical protein
MBHKAFJI_04790	CDS	642	rfaH_2			Transcription antitermination protein RfaH
MBHKAFJI_04791	CDS	1032	repA			Replication initiation protein
MBHKAFJI_04792	CDS	9501				hypothetical protein
MBHKAFJI_04793	CDS	105				hypothetical protein
MBHKAFJI_04794	CDS	207				IS3 family transposase ISEc17
MBHKAFJI_04795	CDS	303				IS66 family transposase ISEc23
MBHKAFJI_04796	CDS	540				IS66 family transposase ISEc23
MBHKAFJI_04797	CDS	507				IS3 family transposase IS911
MBHKAFJI_04798	CDS	303				IS3 family transposase IS911
MBHKAFJI_04799	CDS	477				hypothetical protein
MBHKAFJI_04800	CDS	477				ISL3 family transposase ISEc38
MBHKAFJI_04801	CDS	756				ISL3 family transposase ISEc38
MBHKAFJI_04802	CDS	576				IS91 family transposase ISEc37
MBHKAFJI_04803	CDS	516				hypothetical protein
MBHKAFJI_04804	tRNA	77				tRNA-Arg(tct)
MBHKAFJI_04805	tRNA	76				tRNA-Met(cat)
MBHKAFJI_04806	CDS	588	gadW_2			HTH-type transcriptional regulator GadW
MBHKAFJI_04807	CDS	198				hypothetical protein
MBHKAFJI_04808	CDS	555				hypothetical protein
MBHKAFJI_04809	CDS	360	rusA_1	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
MBHKAFJI_04810	CDS	258				hypothetical protein
MBHKAFJI_04811	CDS	1401	dnaB_3	3.6.4.12	COG0305	Replicative DNA helicase
MBHKAFJI_04812	CDS	891				hypothetical protein
MBHKAFJI_04813	CDS	894				hypothetical protein
MBHKAFJI_04814	CDS	234				hypothetical protein
MBHKAFJI_04815	CDS	195				hypothetical protein
MBHKAFJI_04816	CDS	663				hypothetical protein
MBHKAFJI_04817	CDS	708				hypothetical protein
MBHKAFJI_04818	CDS	294				hypothetical protein
MBHKAFJI_04819	CDS	690			COG2932	putative HTH-type transcriptional regulator
MBHKAFJI_04820	CDS	693				hypothetical protein
MBHKAFJI_04821	CDS	201				hypothetical protein
MBHKAFJI_04822	CDS	114				hypothetical protein
MBHKAFJI_04823	CDS	183				hypothetical protein
MBHKAFJI_04824	CDS	582				hypothetical protein
MBHKAFJI_04825	CDS	255				hypothetical protein
MBHKAFJI_04826	CDS	303				hypothetical protein
MBHKAFJI_04827	CDS	630				hypothetical protein
MBHKAFJI_04828	CDS	639				hypothetical protein
MBHKAFJI_04829	CDS	192				hypothetical protein
MBHKAFJI_04830	CDS	591				hypothetical protein
MBHKAFJI_04831	CDS	243				hypothetical protein
MBHKAFJI_04832	CDS	147				hypothetical protein
MBHKAFJI_04833	CDS	1179	intQ_3		COG0582	Putative defective protein IntQ
MBHKAFJI_04834	CDS	768				hypothetical protein
MBHKAFJI_04835	CDS	342				hypothetical protein
MBHKAFJI_04836	CDS	1209	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
MBHKAFJI_04837	CDS	1434	dcm_2	2.1.1.37	COG0270	DNA-cytosine methyltransferase
MBHKAFJI_04838	CDS	774				hypothetical protein
MBHKAFJI_04839	CDS	555	hin_3		COG1961	DNA-invertase hin
MBHKAFJI_04840	CDS	9672				hypothetical protein
MBHKAFJI_04841	CDS	789				IS630 family transposase ISEc33
MBHKAFJI_04842	CDS	675				hypothetical protein
MBHKAFJI_04843	CDS	990				hypothetical protein
MBHKAFJI_04844	CDS	1650				hypothetical protein
MBHKAFJI_04845	CDS	960			COG3385	IS4 family transposase ISEc13
MBHKAFJI_04846	CDS	180				hypothetical protein
MBHKAFJI_04847	CDS	396				hypothetical protein
MBHKAFJI_04848	CDS	876				hypothetical protein
MBHKAFJI_04849	CDS	546				hypothetical protein
MBHKAFJI_04850	CDS	402	vapC_2	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
MBHKAFJI_04851	CDS	231	vapB_2		COG4456	Antitoxin VapB
MBHKAFJI_04852	CDS	414				hypothetical protein
MBHKAFJI_04853	CDS	783	xerC_6			Tyrosine recombinase XerC
MBHKAFJI_04854	CDS	354	cmi			Colicin-M immunity protein
MBHKAFJI_04855	CDS	285				hypothetical protein
MBHKAFJI_04856	CDS	1440	hlyD			Hemolysin secretion protein D, chromosomal
MBHKAFJI_04857	CDS	2121	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
MBHKAFJI_04858	CDS	2997	hlyA			Hemolysin, chromosomal
MBHKAFJI_04859	CDS	516	hlyC	2.3.1.-	COG2994	Hemolysin-activating lysine-acyltransferase HlyC
MBHKAFJI_04860	CDS	348				IS3 family transposase IS629
MBHKAFJI_04861	CDS	327				IS3 family transposase IS629
MBHKAFJI_04862	CDS	822				hypothetical protein
MBHKAFJI_04863	CDS	1107	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MBHKAFJI_04864	CDS	1722	eptC_2	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
MBHKAFJI_04865	CDS	999	lpxM_2	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
MBHKAFJI_04866	CDS	882				IS66 family transposase ISEc8
MBHKAFJI_04867	CDS	465				hypothetical protein
MBHKAFJI_04868	CDS	435				hypothetical protein
MBHKAFJI_04869	CDS	423				hypothetical protein
MBHKAFJI_04870	CDS	741				hypothetical protein
MBHKAFJI_04871	CDS	396				hypothetical protein
MBHKAFJI_04872	CDS	579				hypothetical protein
MBHKAFJI_04873	CDS	354				hypothetical protein
MBHKAFJI_04874	CDS	399				hypothetical protein
MBHKAFJI_04875	CDS	1026				hypothetical protein
MBHKAFJI_04876	CDS	333				hypothetical protein
MBHKAFJI_04877	CDS	1320				hypothetical protein
MBHKAFJI_04878	CDS	1602				hypothetical protein
MBHKAFJI_04879	CDS	207				hypothetical protein
MBHKAFJI_04880	CDS	1926				hypothetical protein
MBHKAFJI_04881	CDS	546	nohA		COG4220	Prophage DNA-packing protein NohA
MBHKAFJI_04882	CDS	207				hypothetical protein
MBHKAFJI_04883	CDS	411	ydfO_2		COG5562	putative protein YdfO
MBHKAFJI_04884	CDS	294				hypothetical protein
MBHKAFJI_04885	CDS	462				hypothetical protein
MBHKAFJI_04886	CDS	498	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
MBHKAFJI_04887	CDS	216				hypothetical protein
MBHKAFJI_04888	CDS	1098	ompD_2		COG3203	Outer membrane porin protein OmpD
MBHKAFJI_04889	CDS	384				hypothetical protein
MBHKAFJI_04890	CDS	990				hypothetical protein
MBHKAFJI_04891	CDS	810				hypothetical protein
MBHKAFJI_04892	CDS	390	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
MBHKAFJI_04893	CDS	327	lexA_2	3.4.21.88	COG1974	LexA repressor
MBHKAFJI_04894	CDS	2916				hypothetical protein
MBHKAFJI_04895	CDS	576	tfaE_3			Prophage tail fiber assembly protein TfaE
MBHKAFJI_04896	CDS	591				Tn3 family transposase ISYps3
MBHKAFJI_04897	CDS	234	ydfK			Cold shock protein YdfK
MBHKAFJI_04898	CDS	669				hypothetical protein
MBHKAFJI_04899	CDS	306				hypothetical protein
MBHKAFJI_04900	CDS	1485	caeB	3.1.1.-		Carboxylesterase B
MBHKAFJI_04901	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
MBHKAFJI_04902	CDS	762	rhaR_5			HTH-type transcriptional activator RhaR
MBHKAFJI_04903	CDS	891				hypothetical protein
MBHKAFJI_04904	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
MBHKAFJI_04905	CDS	2238				hypothetical protein
MBHKAFJI_04906	CDS	255	fimG_2			Protein FimG
MBHKAFJI_04907	CDS	915	fimH_2			Type 1 fimbrin D-mannose specific adhesin
MBHKAFJI_04908	CDS	2280	ydeP		COG0243	Protein YdeP
MBHKAFJI_04909	CDS	198	safA			Two-component-system connector protein SafA
MBHKAFJI_04910	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
MBHKAFJI_04911	CDS	1683				hypothetical protein
MBHKAFJI_04912	CDS	1158	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
MBHKAFJI_04913	CDS	1659	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
MBHKAFJI_04914	CDS	2373				hypothetical protein
MBHKAFJI_04915	CDS	2784				hypothetical protein
MBHKAFJI_04916	CDS	321				hypothetical protein
MBHKAFJI_04917	CDS	2721				hypothetical protein
MBHKAFJI_04918	CDS	333				hypothetical protein
MBHKAFJI_04919	CDS	336				hypothetical protein
MBHKAFJI_04920	CDS	852				hypothetical protein
MBHKAFJI_04921	CDS	252				hypothetical protein
MBHKAFJI_04922	CDS	183				hypothetical protein
MBHKAFJI_04923	CDS	891				ISNCY family transposase ISSen7
MBHKAFJI_04924	CDS	267				hypothetical protein
MBHKAFJI_04925	CDS	435				hypothetical protein
MBHKAFJI_04926	CDS	570				hypothetical protein
MBHKAFJI_04927	CDS	501				hypothetical protein
MBHKAFJI_04928	CDS	393				hypothetical protein
MBHKAFJI_04929	CDS	264				hypothetical protein
MBHKAFJI_04930	CDS	720				hypothetical protein
MBHKAFJI_04931	CDS	483				hypothetical protein
MBHKAFJI_04932	CDS	435				hypothetical protein
MBHKAFJI_04933	CDS	222				hypothetical protein
MBHKAFJI_04934	CDS	684	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
MBHKAFJI_04935	CDS	927				hypothetical protein
MBHKAFJI_04936	CDS	960	parM_2			Plasmid segregation protein ParM
MBHKAFJI_04937	CDS	396				hypothetical protein
MBHKAFJI_04938	CDS	225				IS3 family transposase IS629
MBHKAFJI_04939	CDS	249				hypothetical protein
MBHKAFJI_04940	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
MBHKAFJI_04941	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
MBHKAFJI_04942	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
MBHKAFJI_04943	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
MBHKAFJI_04944	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
MBHKAFJI_04945	CDS	714				hypothetical protein
MBHKAFJI_04946	CDS	405				hypothetical protein
MBHKAFJI_04947	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
MBHKAFJI_04948	CDS	1131	dnaJ_1		COG0484	Chaperone protein DnaJ
MBHKAFJI_04949	CDS	210				hypothetical protein
MBHKAFJI_04950	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
MBHKAFJI_04951	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
MBHKAFJI_04952	CDS	426				hypothetical protein
MBHKAFJI_04953	CDS	90				hypothetical protein
MBHKAFJI_04954	CDS	219				hypothetical protein
MBHKAFJI_04955	CDS	1146	yehB_2		COG3188	Outer membrane usher protein YehB
MBHKAFJI_04956	CDS	288				hypothetical protein
MBHKAFJI_04957	CDS	270	stxB_1			Shiga toxin subunit B
MBHKAFJI_04958	CDS	948	stxA_1	3.2.2.22		Shiga toxin subunit A
MBHKAFJI_04959	CDS	477				hypothetical protein
MBHKAFJI_04960	CDS	195				hypothetical protein
MBHKAFJI_04961	CDS	606				hypothetical protein
MBHKAFJI_04962	CDS	723				hypothetical protein
MBHKAFJI_04963	CDS	735				hypothetical protein
MBHKAFJI_04964	CDS	528				hypothetical protein
MBHKAFJI_04965	CDS	447				hypothetical protein
MBHKAFJI_04966	CDS	237				hypothetical protein
MBHKAFJI_04967	CDS	216				hypothetical protein
MBHKAFJI_04968	CDS	279				hypothetical protein
MBHKAFJI_04969	CDS	291				hypothetical protein
MBHKAFJI_04970	CDS	702				hypothetical protein
MBHKAFJI_04971	CDS	939				hypothetical protein
MBHKAFJI_04972	CDS	297				hypothetical protein
MBHKAFJI_04973	CDS	228				hypothetical protein
MBHKAFJI_04974	CDS	708	lexA_3	3.4.21.88		LexA repressor
MBHKAFJI_04975	CDS	342				hypothetical protein
MBHKAFJI_04976	CDS	462				hypothetical protein
MBHKAFJI_04977	CDS	1047	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
MBHKAFJI_04978	CDS	165				hypothetical protein
MBHKAFJI_04979	CDS	384				hypothetical protein
MBHKAFJI_04980	CDS	471				hypothetical protein
MBHKAFJI_04981	CDS	5421				hypothetical protein
MBHKAFJI_04982	CDS	93				hypothetical protein
MBHKAFJI_04983	CDS	267	hipB		COG1396	Antitoxin HipB
MBHKAFJI_04984	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
MBHKAFJI_04985	CDS	165				hypothetical protein
MBHKAFJI_04986	CDS	711	focC			Chaperone protein FocC
MBHKAFJI_04987	CDS	2652	fimD_2		COG3188	Outer membrane usher protein FimD
MBHKAFJI_04988	CDS	531	fimF_2			Protein FimF
MBHKAFJI_04989	CDS	477				hypothetical protein
MBHKAFJI_04990	CDS	2124				hypothetical protein
MBHKAFJI_04991	CDS	213				hypothetical protein
MBHKAFJI_04992	CDS	1503				hypothetical protein
MBHKAFJI_04993	CDS	2025	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
MBHKAFJI_04994	CDS	327				hypothetical protein
MBHKAFJI_04995	CDS	282				hypothetical protein
MBHKAFJI_04996	CDS	624				hypothetical protein
MBHKAFJI_04997	CDS	399				hypothetical protein
MBHKAFJI_04998	CDS	753				hypothetical protein
MBHKAFJI_04999	CDS	423				hypothetical protein
MBHKAFJI_05000	CDS	309				hypothetical protein
MBHKAFJI_05001	CDS	465				hypothetical protein
MBHKAFJI_05002	CDS	870				hypothetical protein
MBHKAFJI_05003	CDS	324				hypothetical protein
MBHKAFJI_05004	CDS	405				hypothetical protein
MBHKAFJI_05005	CDS	633			COG1974	putative HTH-type transcriptional regulator
MBHKAFJI_05006	CDS	216	prtR_1		COG2932	HTH-type transcriptional regulator PrtR
MBHKAFJI_05007	CDS	294				hypothetical protein
MBHKAFJI_05008	CDS	900				hypothetical protein
MBHKAFJI_05009	CDS	702				hypothetical protein
MBHKAFJI_05010	CDS	291				hypothetical protein
MBHKAFJI_05011	CDS	441				hypothetical protein
MBHKAFJI_05012	CDS	528				hypothetical protein
MBHKAFJI_05013	CDS	171				hypothetical protein
MBHKAFJI_05014	CDS	615				hypothetical protein
MBHKAFJI_05015	CDS	666	pphA_3	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
MBHKAFJI_05016	CDS	960				hypothetical protein
MBHKAFJI_05017	CDS	690				hypothetical protein
